location_id,latitude,longitude,timestamp,temperature,rainfall_mm,wind_speed,humidity,visibility_km,traffic_congestion_level,average_speed,traffic_volume,num_recent_accidents,num_recent_incidents,risk_score,risk_category,severity_level
1024,7.286382,79.926186,2025-11-13 18:29:59,29.12,10.23,0.3,79.37,4.71,8,24,33,0,2,0.25,safe,2.5
1025,8.504748,80.615657,2025-11-12 00:29:59,24.3,8.53,8.43,72.81,10.0,7,31,1794,0,1,0.0652,safe,0.65
1026,9.55236,81.896375,2025-11-13 01:29:59,28.64,0.0,6.58,75.11,10.0,4,52,688,0,2,0.0221,safe,0.22
1027,5.934779,80.141992,2025-11-09 08:29:59,25.48,0.0,3.44,93.89,10.0,6,38,1331,0,3,0.2932,safe,2.93
1028,9.70261,81.261714,2025-11-14 15:29:59,24.04,0.0,5.55,78.54,10.0,2,66,361,0,1,0.0202,safe,0.2
1029,8.316536,81.75596,2025-11-14 03:29:59,23.9,11.93,8.05,66.98,7.82,6,38,39,1,1,0.15,safe,1.5
1030,7.979427,80.179046,2025-11-08 07:29:59,26.86,0.0,3.27,73.14,10.0,6,38,5825,0,0,0.1933,safe,1.93
1031,8.408663,81.387673,2025-11-08 23:29:59,32.55,0.0,1.81,88.53,10.0,5,45,444,1,1,0.15,safe,1.5
1032,5.906759,81.146684,2025-11-14 14:29:59,27.68,27.96,0.81,75.37,7.1,0,80,1492,1,1,0.15,safe,1.5
1033,9.508895,80.066316,2025-11-09 01:29:59,29.1,4.79,9.56,89.18,10.0,2,66,951,1,0,0.15,safe,1.5
1034,9.670401,80.879214,2025-11-08 14:29:59,29.24,0.0,1.48,89.12,10.0,2,66,1355,0,0,0.2367,safe,2.37
1035,6.09783,80.691314,2025-11-10 18:29:59,26.11,12.75,5.99,63.64,1.12,4,52,732,1,1,0.35,low,3.5
1036,6.564921,81.583092,2025-11-12 06:29:59,27.99,0.0,2.05,60.79,10.0,6,38,785,1,1,0.15,safe,1.5
1037,7.819619,80.261302,2025-11-12 01:29:59,29.45,0.0,10.62,88.52,10.0,5,45,1175,0,1,0.0458,safe,0.46
1038,6.80061,81.324967,2025-11-14 14:29:59,20.99,0.0,0.05,65.09,10.0,0,80,236,0,0,0.0013,safe,0.01
1039,8.624864,81.252021,2025-11-09 08:29:59,25.94,0.0,6.02,92.0,10.0,0,80,397,0,1,0.1729,safe,1.73
1040,9.314376,80.797799,2025-11-12 01:29:59,34.74,0.0,6.84,72.94,10.0,5,45,1391,0,3,0.1451,safe,1.45
1041,7.761101,81.048789,2025-11-10 21:29:59,34.44,2.24,9.05,53.03,10.0,7,31,1286,1,2,0.15,safe,1.5
1042,9.656862,81.653318,2025-11-12 06:29:59,31.76,0.0,4.86,59.23,10.0,3,59,537,0,0,0.2953,safe,2.95
1043,8.278267,80.205886,2025-11-09 04:29:59,30.7,4.01,4.53,85.83,10.0,4,52,679,0,0,0.1376,safe,1.38
1044,6.976848,80.997138,2025-11-12 15:29:59,31.12,0.0,1.29,78.58,10.0,6,38,3040,1,0,0.15,safe,1.5
1045,7.663873,80.381274,2025-11-12 20:29:59,26.05,0.0,4.72,81.58,10.0,1,73,380,0,1,0.2478,safe,2.48
1046,7.309686,79.976041,2025-11-13 09:29:59,26.9,0.0,0.16,70.03,10.0,7,31,57,0,3,0.085,safe,0.85
1047,8.423009,80.822355,2025-11-13 01:29:59,30.94,0.0,3.22,76.83,10.0,0,80,393,0,0,0.0898,safe,0.9
1048,6.211232,80.791435,2025-11-14 19:29:59,27.02,3.25,23.16,89.94,10.0,3,59,553,0,0,0.2309,safe,2.31
1049,8.630936,80.631448,2025-11-11 19:29:59,22.12,0.0,1.17,95.0,10.0,5,45,445,2,2,0.3,low,3.0
1050,6.101668,80.69917,2025-11-10 17:29:59,26.53,0.0,2.36,63.83,10.0,2,66,15,2,3,0.3,low,3.0
1051,9.512646,80.581531,2025-11-14 16:29:59,31.56,0.0,2.12,90.13,10.0,2,66,175,0,0,0.2842,safe,2.84
1052,9.208743,80.88188,2025-11-14 09:29:59,30.7,0.0,8.88,71.06,10.0,6,38,1252,2,0,0.3,low,3.0
1053,9.341557,81.679363,2025-11-08 05:29:59,28.91,0.0,4.51,90.57,10.0,6,38,1131,0,2,0.1895,safe,1.9
1054,9.588447,80.03422,2025-11-14 11:29:59,33.44,0.0,12.52,78.26,10.0,4,52,226,0,3,0.1721,safe,1.72
1055,6.068556,80.773317,2025-11-10 20:29:59,24.45,1.21,9.62,65.54,10.0,7,31,453,0,1,0.2777,safe,2.78
1056,6.464796,79.892636,2025-11-09 09:29:59,28.76,0.0,17.69,84.67,10.0,6,38,4120,1,0,0.15,safe,1.5
1057,7.633537,79.544234,2025-11-09 16:29:59,28.47,0.0,1.11,76.37,10.0,3,59,401,0,0,0.147,safe,1.47
1058,6.574818,79.582755,2025-11-10 09:29:59,24.31,0.0,6.85,77.63,10.0,2,66,4,1,2,0.15,safe,1.5
1059,9.201257,81.77397,2025-11-09 22:29:59,31.41,16.65,9.21,52.81,0.79,2,66,430,0,0,0.2,safe,2.0
1060,5.925874,79.501408,2025-11-14 02:29:59,29.96,8.35,4.13,87.24,10.0,5,45,2708,0,3,0.1413,safe,1.41
1061,9.065151,80.831284,2025-11-13 08:29:59,33.2,0.0,40.18,64.9,10.0,2,66,3085,0,1,0.2,safe,2.0
1062,6.79711,80.414613,2025-11-12 23:29:59,24.7,0.0,1.78,83.03,10.0,3,59,195,0,1,0.1259,safe,1.26
1063,9.044528,81.709049,2025-11-09 15:29:59,36.78,0.0,9.45,50.0,10.0,4,52,299,2,1,0.3,low,3.0
1064,9.07755,80.261317,2025-11-10 01:29:59,27.33,0.0,10.63,81.21,10.0,5,45,601,1,2,0.15,safe,1.5
1065,9.487256,81.352111,2025-11-12 04:29:59,27.38,0.0,20.15,75.16,10.0,2,66,198,1,1,0.15,safe,1.5
1066,9.51643,79.826214,2025-11-11 02:29:59,32.81,0.0,1.96,77.34,10.0,2,66,1538,2,1,0.3,low,3.0
1067,7.950344,81.593182,2025-11-13 16:29:59,22.46,7.25,9.41,86.56,10.0,3,59,177,0,2,0.0964,safe,0.96
1068,8.250058,79.749967,2025-11-14 00:29:59,27.81,0.0,0.78,63.74,10.0,1,73,55,0,2,0.2507,safe,2.51
1069,7.422776,79.645582,2025-11-08 18:29:59,30.57,1.79,11.95,72.81,10.0,0,80,1393,1,0,0.15,safe,1.5
1070,8.702817,79.962741,2025-11-11 00:29:59,26.77,0.01,3.72,69.0,10.0,0,80,25,1,1,0.15,safe,1.5
1071,6.09119,79.912275,2025-11-09 02:29:59,25.98,3.0,2.01,76.16,10.0,8,24,293,0,1,0.25,safe,2.5
1072,7.987663,79.719675,2025-11-09 19:29:59,22.51,0.0,28.4,60.55,10.0,2,66,195,1,1,0.15,safe,1.5
1073,9.138826,80.390204,2025-11-11 00:29:59,29.96,0.0,1.78,76.64,10.0,8,24,2565,2,1,0.55,low,5.5
1074,6.981399,80.644603,2025-11-12 21:29:59,36.0,0.0,2.61,72.18,10.0,2,66,146,0,2,0.0958,safe,0.96
1075,9.19844,80.683631,2025-11-11 12:29:59,26.12,0.0,0.64,84.08,10.0,5,45,298,0,2,0.0771,safe,0.77
1076,9.372007,81.174207,2025-11-12 18:29:59,23.39,0.0,8.17,83.7,10.0,0,80,25,1,0,0.15,safe,1.5
1077,5.904812,81.434059,2025-11-12 19:29:59,28.76,0.0,1.65,63.05,10.0,3,59,949,0,3,0.0046,safe,0.05
1078,9.338481,79.697145,2025-11-10 08:29:59,24.87,0.0,2.91,87.15,10.0,4,52,1079,0,0,0.2211,safe,2.21
1079,8.087194,79.603653,2025-11-14 02:29:59,25.01,13.93,5.35,95.0,2.63,2,66,792,0,2,0.0382,safe,0.38
1080,8.294062,80.508273,2025-11-11 21:29:59,33.21,0.0,16.58,69.7,10.0,5,45,188,0,0,0.1563,safe,1.56
1081,6.961101,79.610666,2025-11-11 08:29:59,24.07,0.0,3.43,76.89,10.0,0,80,692,0,1,0.1169,safe,1.17
1082,7.43624,81.130998,2025-11-13 14:29:59,33.14,0.0,0.98,66.98,10.0,3,59,23,0,0,0.1184,safe,1.18
1083,7.320442,80.588178,2025-11-14 03:29:59,31.28,0.0,14.06,61.68,10.0,6,38,3,0,3,0.002,safe,0.02
1084,8.172323,81.248633,2025-11-10 03:29:59,24.31,0.0,22.76,74.77,10.0,5,45,519,0,0,0.2502,safe,2.5
1085,9.026174,80.041578,2025-11-12 02:29:59,26.57,0.0,10.45,89.79,10.0,5,45,26,0,1,0.0506,safe,0.51
1086,8.701736,81.779083,2025-11-09 16:29:59,28.16,0.0,4.05,72.16,10.0,5,45,1451,0,1,0.2318,safe,2.32
1087,9.659369,79.655275,2025-11-11 22:29:59,27.93,0.0,5.03,78.53,10.0,5,45,464,0,2,0.1544,safe,1.54
1088,7.073992,80.955846,2025-11-09 15:29:59,33.22,0.0,11.36,72.57,10.0,4,52,864,1,1,0.15,safe,1.5
1089,6.615972,79.957187,2025-11-08 22:29:59,28.97,0.0,8.74,87.9,10.0,8,24,805,0,2,0.25,safe,2.5
1090,9.40967,81.375708,2025-11-11 11:29:59,26.41,0.0,11.89,75.09,10.0,0,80,54,0,0,0.0218,safe,0.22
1091,7.260508,80.108096,2025-11-14 12:29:59,27.91,0.8,0.05,88.33,10.0,1,73,318,1,1,0.15,safe,1.5
1092,8.507047,80.875776,2025-11-08 04:29:59,22.88,0.0,9.18,81.31,10.0,3,59,2411,1,1,0.15,safe,1.5
1093,9.603374,79.814743,2025-11-11 01:29:59,24.69,0.0,7.14,50.0,10.0,7,31,559,0,0,0.0227,safe,0.23
1094,8.948235,80.56111,2025-11-08 04:29:59,26.66,0.0,20.91,80.42,10.0,0,80,465,0,2,0.1351,safe,1.35
1095,8.98359,81.095763,2025-11-12 10:29:59,25.19,0.0,1.02,61.26,10.0,2,66,26,0,2,0.1908,safe,1.91
1096,8.095825,81.410931,2025-11-08 12:29:59,38.25,0.0,20.01,80.12,10.0,6,38,1218,0,2,0.2645,safe,2.64
1097,6.308163,79.762677,2025-11-09 22:29:59,22.41,0.0,40.31,74.64,10.0,2,66,448,1,1,0.35,low,3.5
1098,7.514102,81.475221,2025-11-13 01:29:59,26.14,0.0,14.02,73.26,10.0,1,73,62,0,2,0.0531,safe,0.53
1099,7.617326,81.833386,2025-11-14 05:29:59,23.75,5.77,4.32,69.02,10.0,5,45,837,0,2,0.217,safe,2.17
1100,8.471905,81.137103,2025-11-12 12:29:59,28.4,0.0,14.15,75.65,10.0,1,73,242,1,1,0.15,safe,1.5
1101,7.904811,80.237116,2025-11-13 04:29:59,32.48,0.0,11.08,92.64,10.0,4,52,164,0,0,0.2112,safe,2.11
1102,6.377639,79.756292,2025-11-13 17:29:59,24.12,0.0,5.7,77.58,10.0,6,38,12,0,3,0.0946,safe,0.95
1103,7.109763,80.751431,2025-11-14 01:29:59,28.64,0.0,0.84,84.18,10.0,1,73,34,0,1,0.1076,safe,1.08
1104,9.291264,80.359963,2025-11-12 17:29:59,12.82,0.0,13.38,81.19,10.0,3,59,325,2,1,0.3,low,3.0
1105,6.515864,81.309114,2025-11-13 00:29:59,23.46,0.0,1.66,68.19,10.0,4,52,1068,1,0,0.15,safe,1.5
1106,8.677788,81.137457,2025-11-10 21:29:59,25.88,0.0,3.23,75.68,10.0,7,31,519,1,1,0.15,safe,1.5
1107,9.286033,80.929703,2025-11-13 07:29:59,35.0,0.0,14.03,72.16,10.0,0,80,663,0,1,0.0502,safe,0.5
1108,7.503251,81.265983,2025-11-10 20:29:59,24.66,2.8,12.55,80.97,10.0,4,52,1043,0,2,0.112,safe,1.12
1109,8.414443,80.588919,2025-11-09 14:29:59,34.29,0.0,7.87,82.8,10.0,2,66,2965,1,1,0.15,safe,1.5
1110,8.486996,80.452574,2025-11-11 03:29:59,25.37,4.03,0.83,86.7,10.0,7,31,440,1,2,0.15,safe,1.5
1111,6.738716,79.587854,2025-11-11 15:29:59,23.62,26.92,0.25,67.69,5.54,3,59,293,1,2,0.15,safe,1.5
1112,6.392307,79.734375,2025-11-13 23:29:59,27.98,4.69,1.44,73.3,10.0,1,73,665,0,1,0.2628,safe,2.63
1113,6.83754,81.093692,2025-11-10 11:29:59,35.33,0.0,26.22,80.77,10.0,8,24,269,0,1,0.25,safe,2.5
1114,7.951988,80.509229,2025-11-10 23:29:59,25.27,2.45,0.38,92.39,10.0,4,52,650,2,1,0.3,low,3.0
1115,6.070614,80.090331,2025-11-08 08:29:59,26.95,8.36,1.62,53.85,10.0,3,59,659,0,2,0.1921,safe,1.92
1116,9.193875,80.595618,2025-11-10 03:29:59,33.68,9.58,1.63,84.57,10.0,6,38,50,0,2,0.248,safe,2.48
1117,9.047953,80.821475,2025-11-09 10:29:59,27.8,0.09,25.13,82.51,10.0,1,73,1275,1,2,0.15,safe,1.5
1118,8.654485,81.405031,2025-11-08 08:29:59,28.0,0.0,8.15,81.67,10.0,6,38,2353,0,0,0.2848,safe,2.85
1119,9.073925,81.293668,2025-11-09 15:29:59,27.41,1.3,11.67,75.89,10.0,3,59,1222,0,3,0.0059,safe,0.06
1120,9.421143,80.099106,2025-11-08 20:29:59,27.0,0.0,6.55,76.58,10.0,0,80,16,0,1,0.0367,safe,0.37
1121,7.309151,81.761501,2025-11-09 06:29:59,26.7,0.59,7.28,83.53,10.0,1,73,1546,0,0,0.0362,safe,0.36
1122,9.273441,80.970543,2025-11-09 12:29:59,32.8,0.0,26.1,74.33,10.0,0,80,543,1,4,0.15,safe,1.5
1123,8.923573,80.167557,2025-11-10 22:29:59,27.96,0.0,6.62,75.65,10.0,7,31,566,1,1,0.15,safe,1.5
1124,6.674954,80.579033,2025-11-13 01:29:59,33.87,0.0,10.31,69.09,10.0,5,45,1252,0,1,0.2376,safe,2.38
1125,7.608577,80.884043,2025-11-10 00:29:59,31.46,11.57,3.37,69.8,3.97,2,66,120,0,0,0.2316,safe,2.32
1126,9.430649,80.76426,2025-11-10 03:29:59,31.93,0.0,2.55,95.0,10.0,3,59,336,1,1,0.15,safe,1.5
1127,6.871955,81.151119,2025-11-11 16:29:59,33.09,0.0,24.72,82.3,10.0,6,38,642,1,0,0.15,safe,1.5
1128,6.202821,81.797185,2025-11-08 22:29:59,25.13,0.0,7.38,75.87,10.0,1,73,787,0,2,0.297,safe,2.97
1129,8.137388,80.806028,2025-11-10 20:29:59,28.96,7.72,0.86,68.43,10.0,1,73,276,0,1,0.1285,safe,1.28
1130,7.748577,79.584178,2025-11-14 13:29:59,18.41,0.0,3.56,71.06,10.0,0,80,2284,0,1,0.0807,safe,0.81
1131,9.244128,80.837083,2025-11-11 01:29:59,20.59,0.0,14.29,80.36,10.0,1,73,994,1,1,0.15,safe,1.5
1132,6.940659,81.679263,2025-11-11 06:29:59,25.47,0.0,0.63,74.65,10.0,2,66,455,0,1,0.0126,safe,0.13
1133,9.212435,81.300026,2025-11-08 13:29:59,27.36,0.0,14.83,69.17,10.0,1,73,626,0,1,0.104,safe,1.04
1134,6.104904,80.330567,2025-11-09 23:29:59,26.67,0.0,3.93,73.47,10.0,3,59,671,1,0,0.15,safe,1.5
1135,6.337572,81.028011,2025-11-09 09:29:59,32.45,0.0,4.21,74.31,10.0,0,80,1029,1,2,0.15,safe,1.5
1136,8.332581,80.653333,2025-11-09 16:29:59,35.1,0.0,14.74,80.14,10.0,0,80,12,1,1,0.15,safe,1.5
1137,8.433583,81.516599,2025-11-13 13:29:59,19.65,3.62,2.06,82.59,10.0,7,31,1668,0,2,0.1949,safe,1.95
1138,8.58112,81.528961,2025-11-09 03:29:59,27.1,0.39,0.09,63.89,10.0,3,59,366,0,5,0.248,safe,2.48
1139,6.147179,81.052336,2025-11-11 23:29:59,29.25,0.0,19.28,77.6,10.0,3,59,302,1,1,0.15,safe,1.5
1140,9.425923,80.170739,2025-11-13 10:29:59,33.01,0.0,3.91,75.23,10.0,0,80,574,3,0,0.45,low,4.5
1141,6.784613,79.67903,2025-11-09 08:29:59,27.14,0.0,4.56,83.99,10.0,2,66,168,0,0,0.1532,safe,1.53
1142,7.964188,80.932902,2025-11-11 18:29:59,23.79,0.0,4.23,67.79,10.0,3,59,32,0,0,0.2702,safe,2.7
1143,8.206326,79.518842,2025-11-07 23:29:59,30.89,0.0,6.24,87.65,10.0,6,38,8,0,1,0.036,safe,0.36
1144,6.111133,80.802325,2025-11-10 08:29:59,23.23,0.0,1.39,62.08,10.0,7,31,1075,3,3,0.45,low,4.5
1145,9.458378,79.854317,2025-11-10 15:29:59,29.94,8.75,0.68,70.24,10.0,2,66,330,0,1,0.2047,safe,2.05
1146,7.14537,80.779565,2025-11-13 22:29:59,23.46,0.0,0.26,77.1,10.0,2,66,411,0,0,0.2312,safe,2.31
1147,9.339756,80.361135,2025-11-13 10:29:59,28.25,4.96,7.09,71.77,10.0,2,66,45,0,0,0.1266,safe,1.27
1148,6.59308,79.930825,2025-11-12 04:29:59,27.0,12.25,4.64,73.79,0.55,2,66,232,1,0,0.35,low,3.5
1149,6.659692,80.88599,2025-11-12 04:29:59,31.92,4.06,18.92,65.36,10.0,7,31,707,0,2,0.0993,safe,0.99
1150,7.549393,80.76686,2025-11-12 21:29:59,23.34,0.0,1.38,95.0,10.0,0,80,923,1,1,0.15,safe,1.5
1151,9.015017,79.935622,2025-11-12 05:29:59,31.71,0.0,5.9,85.42,10.0,0,80,68,0,0,0.0937,safe,0.94
1152,6.499903,81.716743,2025-11-13 09:29:59,21.28,0.0,7.39,82.58,10.0,5,45,675,1,0,0.15,safe,1.5
1153,8.539922,80.803115,2025-11-13 19:29:59,27.96,0.0,0.19,76.99,10.0,6,38,674,0,2,0.0774,safe,0.77
1154,6.792922,80.06007,2025-11-12 01:29:59,35.65,2.89,6.42,85.08,10.0,6,38,371,1,0,0.15,safe,1.5
1155,7.25555,79.75612,2025-11-13 04:29:59,25.24,0.0,0.08,70.3,10.0,5,45,721,2,1,0.3,low,3.0
1156,8.750651,80.44529,2025-11-10 04:29:59,24.34,0.0,6.8,75.64,10.0,6,38,382,1,0,0.15,safe,1.5
1157,7.914069,80.23049,2025-11-14 12:29:59,28.19,0.0,21.29,84.49,10.0,10,10,414,0,2,0.25,safe,2.5
1158,6.748838,79.586683,2025-11-11 04:29:59,25.25,0.0,22.05,66.61,10.0,3,59,15,1,7,0.15,safe,1.5
1159,8.366629,81.086697,2025-11-08 03:29:59,31.7,4.15,0.72,68.14,10.0,6,38,417,0,1,0.0046,safe,0.05
1160,7.934875,79.603318,2025-11-08 06:29:59,26.85,1.22,3.39,75.25,10.0,2,66,438,0,2,0.2493,safe,2.49
1161,7.184436,80.10028,2025-11-08 01:29:59,27.37,0.0,2.19,85.74,10.0,5,45,133,1,3,0.15,safe,1.5
1162,6.785243,80.283387,2025-11-11 23:29:59,26.06,0.0,2.04,80.09,10.0,7,31,13,1,1,0.15,safe,1.5
1163,6.151845,81.113633,2025-11-09 10:29:59,30.56,2.03,8.0,92.71,10.0,3,59,1979,1,2,0.15,safe,1.5
1164,6.092732,80.139171,2025-11-10 22:29:59,24.4,0.0,15.46,70.94,10.0,4,52,1746,0,1,0.2584,safe,2.58
1165,8.322473,80.726582,2025-11-14 11:29:59,30.11,5.41,12.41,77.94,10.0,2,66,981,0,0,0.2145,safe,2.14
1166,6.792555,80.087579,2025-11-13 06:29:59,34.55,0.0,24.31,79.88,10.0,1,73,778,0,2,0.2552,safe,2.55
1167,6.102958,79.994905,2025-11-09 18:29:59,30.94,0.0,11.17,77.57,10.0,5,45,352,0,3,0.2563,safe,2.56
1168,9.769781,80.161912,2025-11-11 15:29:59,33.19,4.14,0.86,78.5,10.0,5,45,616,0,3,0.1799,safe,1.8
1169,7.123691,81.153818,2025-11-09 21:29:59,34.36,0.0,0.51,71.08,10.0,0,80,1809,0,0,0.0508,safe,0.51
1170,9.696492,80.177437,2025-11-12 21:29:59,29.91,0.0,15.99,75.46,10.0,2,66,137,0,0,0.2832,safe,2.83
1171,7.913188,80.415267,2025-11-10 17:29:59,31.18,0.0,20.33,78.65,10.0,6,38,1012,0,1,0.0439,safe,0.44
1172,6.204557,81.679092,2025-11-14 04:29:59,31.67,0.0,4.37,65.34,10.0,3,59,147,3,3,0.45,low,4.5
1173,9.678951,81.788677,2025-11-12 19:29:59,27.57,0.03,0.58,77.15,10.0,1,73,1134,1,1,0.15,safe,1.5
1174,9.549301,80.650383,2025-11-08 06:29:59,32.51,0.0,4.17,67.43,10.0,5,45,3,2,1,0.3,low,3.0
1175,8.661089,81.684959,2025-11-08 01:29:59,28.85,3.41,2.73,66.78,10.0,0,80,1891,0,1,0.256,safe,2.56
1176,5.921246,81.682076,2025-11-08 17:29:59,24.35,7.08,2.27,67.87,10.0,5,45,156,0,1,0.2112,safe,2.11
1177,7.414185,81.461374,2025-11-10 17:29:59,22.33,13.12,6.05,80.72,7.52,7,31,531,0,1,0.1151,safe,1.15
1178,7.419105,80.42619,2025-11-10 11:29:59,17.82,0.0,4.18,95.0,10.0,5,45,2586,1,2,0.15,safe,1.5
1179,7.066441,81.76193,2025-11-10 01:29:59,26.0,0.0,0.19,62.67,10.0,5,45,403,1,1,0.15,safe,1.5
1180,8.641915,80.845262,2025-11-09 09:29:59,25.5,5.07,0.87,71.78,10.0,2,66,108,1,2,0.15,safe,1.5
1181,8.601432,81.875514,2025-11-13 11:29:59,28.57,6.88,4.73,75.35,10.0,0,80,137,0,0,0.0236,safe,0.24
1182,7.3574,81.498587,2025-11-09 09:29:59,28.75,0.0,1.82,79.22,10.0,1,73,455,1,3,0.15,safe,1.5
1183,7.000112,80.988772,2025-11-13 03:29:59,39.46,6.97,2.15,57.44,10.0,4,52,299,0,2,0.208,safe,2.08
1184,6.641644,80.53242,2025-11-13 09:29:59,29.57,0.0,4.53,77.46,10.0,0,80,867,0,2,0.1885,safe,1.88
1185,7.370612,79.667319,2025-11-08 12:29:59,24.37,2.39,2.79,82.24,10.0,7,31,1721,0,2,0.2219,safe,2.22
1186,7.955912,79.531469,2025-11-08 09:29:59,34.94,0.0,4.08,68.63,10.0,7,31,472,0,1,0.2168,safe,2.17
1187,9.704788,79.518622,2025-11-13 02:29:59,30.72,0.0,8.64,65.55,10.0,1,73,110,1,3,0.15,safe,1.5
1188,9.668776,80.664116,2025-11-09 16:29:59,34.09,0.0,10.89,63.64,10.0,5,45,94,0,0,0.2677,safe,2.68
1189,7.876946,80.05677,2025-11-09 20:29:59,27.65,0.0,0.13,83.79,10.0,2,66,353,0,4,0.2448,safe,2.45
1190,7.399098,79.700339,2025-11-14 08:29:59,27.0,4.11,1.67,71.6,10.0,4,52,58,1,0,0.15,safe,1.5
1191,7.286719,80.455728,2025-11-13 09:29:59,29.69,2.02,3.39,68.87,10.0,2,66,287,0,1,0.2429,safe,2.43
1192,8.129304,81.30144,2025-11-08 18:29:59,22.87,0.0,1.4,69.29,10.0,3,59,2007,2,1,0.3,low,3.0
1193,7.070353,81.358732,2025-11-13 00:29:59,27.19,1.58,9.87,50.0,10.0,2,66,2762,0,2,0.023,safe,0.23
1194,7.18579,80.530936,2025-11-08 07:29:59,29.65,3.31,1.83,55.93,10.0,3,59,1531,1,0,0.15,safe,1.5
1195,7.305265,80.109629,2025-11-12 14:29:59,24.01,0.0,4.72,51.1,10.0,3,59,68,0,2,0.1993,safe,1.99
1196,8.532394,80.93895,2025-11-12 10:29:59,27.82,0.0,7.26,75.14,10.0,2,66,88,1,1,0.15,safe,1.5
1197,6.208309,79.525852,2025-11-08 05:29:59,29.62,0.0,0.67,66.34,10.0,4,52,532,1,2,0.15,safe,1.5
1198,8.432338,79.686535,2025-11-08 07:29:59,26.02,0.0,1.83,76.76,10.0,8,24,2457,0,0,0.25,safe,2.5
1199,7.972337,80.552451,2025-11-12 00:29:59,36.72,0.0,1.99,55.97,10.0,8,24,58,1,0,0.4,low,4.0
1200,8.264934,81.583282,2025-11-08 00:29:59,28.21,0.0,15.21,72.55,10.0,5,45,224,1,1,0.15,safe,1.5
1201,7.564857,80.651023,2025-11-10 14:29:59,28.24,0.0,5.36,79.06,10.0,5,45,167,0,1,0.1705,safe,1.7
1202,9.466749,80.442608,2025-11-13 03:29:59,26.44,0.0,5.36,67.82,10.0,7,31,24,0,0,0.2471,safe,2.47
1203,6.710762,81.338545,2025-11-12 01:29:59,32.0,17.72,5.61,65.43,5.67,4,52,2432,0,0,0.0153,safe,0.15
1204,6.711034,80.812256,2025-11-11 11:29:59,30.51,7.07,11.9,70.71,10.0,1,73,274,0,2,0.0334,safe,0.33
1205,7.93872,79.767263,2025-11-13 23:29:59,18.51,0.0,12.14,79.71,10.0,3,59,1077,0,2,0.1246,safe,1.25
1206,8.981825,81.446273,2025-11-09 10:29:59,32.88,0.0,20.55,70.44,10.0,0,80,2538,1,0,0.15,safe,1.5
1207,7.161226,80.421839,2025-11-08 04:29:59,27.84,6.87,3.9,72.09,10.0,1,73,88,0,2,0.118,safe,1.18
1208,6.831984,79.973566,2025-11-11 07:29:59,19.49,0.0,5.01,75.78,10.0,0,80,119,0,0,0.0219,safe,0.22
1209,9.168706,81.747201,2025-11-13 16:29:59,27.41,0.0,8.2,62.14,10.0,5,45,567,1,4,0.15,safe,1.5
1210,6.046851,79.830435,2025-11-10 17:29:59,22.21,4.64,5.66,84.04,10.0,3,59,1150,0,2,0.0703,safe,0.7
1211,7.519815,81.573139,2025-11-11 19:29:59,31.54,0.0,8.13,74.99,10.0,2,66,1554,0,3,0.1477,safe,1.48
1212,8.903992,80.796283,2025-11-13 00:29:59,25.62,0.0,11.82,66.37,10.0,1,73,24,0,0,0.0729,safe,0.73
1213,7.855331,81.892944,2025-11-08 17:29:59,30.73,1.27,17.58,74.17,10.0,8,24,1565,1,0,0.4,low,4.0
1214,9.669139,80.25153,2025-11-12 16:29:59,23.59,0.07,19.8,81.41,10.0,3,59,33,0,1,0.1471,safe,1.47
1215,5.905078,80.566588,2025-11-09 14:29:59,22.23,0.0,7.8,94.1,10.0,0,80,2306,0,2,0.1611,safe,1.61
1216,7.553583,81.70939,2025-11-10 12:29:59,26.41,11.8,4.82,70.64,1.33,1,73,549,0,0,0.2,safe,2.0
1217,8.895247,81.726488,2025-11-09 10:29:59,22.95,0.0,5.51,74.06,10.0,0,80,409,0,1,0.0261,safe,0.26
1218,8.582088,80.493849,2025-11-13 06:29:59,25.13,0.0,3.04,90.52,10.0,8,24,422,0,3,0.25,safe,2.5
1219,7.002777,80.316836,2025-11-07 23:29:59,35.06,0.0,3.47,82.68,10.0,8,24,388,0,3,0.25,safe,2.5
1220,8.051472,80.819505,2025-11-12 04:29:59,28.83,4.75,0.38,84.02,10.0,5,45,449,1,1,0.15,safe,1.5
1221,8.389164,80.490571,2025-11-08 21:29:59,31.71,0.0,3.58,80.22,10.0,0,80,1022,0,1,0.1002,safe,1.0
1222,8.04499,79.786721,2025-11-11 03:29:59,26.55,0.94,4.13,58.41,10.0,2,66,240,0,0,0.1502,safe,1.5
1223,7.803901,81.528486,2025-11-09 06:29:59,28.51,0.0,33.27,79.16,10.0,2,66,519,0,2,0.2,safe,2.0
1224,7.106756,79.580663,2025-11-08 15:29:59,20.73,0.0,2.22,87.31,10.0,0,80,2593,1,2,0.15,safe,1.5
1225,7.771494,80.153441,2025-11-12 11:29:59,32.13,0.0,13.11,88.59,10.0,9,17,1595,1,2,0.4,low,4.0
1226,9.069781,80.366939,2025-11-12 08:29:59,31.76,0.0,8.04,64.88,10.0,4,52,3511,0,0,0.1972,safe,1.97
1227,6.290017,80.641066,2025-11-09 20:29:59,28.42,3.0,7.72,78.11,10.0,5,45,1300,0,1,0.027,safe,0.27
1228,9.001528,80.199621,2025-11-09 17:29:59,27.01,0.0,5.06,65.62,10.0,5,45,423,0,0,0.1352,safe,1.35
