event_id,latitude,longitude,timestamp,event_type,severity,duration_hours,affected_radius_km,casualties,weather_condition,traffic_level,day_of_week,hour_of_day,resolved
1281,6.071773,80.021332,2024-04-20 16:00:00,accident,3,1.2,13.78,0,heavy_rain,3,5,16,False
1282,6.881586,79.970418,2023-06-10 16:00:00,road_closure,7,2.31,0.27,0,rain,5,5,16,True
1283,9.642774,79.784115,2023-11-01 18:00:00,accident,2,8.54,2.31,0,heavy_rain,10,2,18,True
1284,6.866702,81.791214,2024-01-08 20:00:00,accident,3,0.55,7.71,0,rain,8,0,20,True
1285,6.895773,79.852264,2023-05-27 08:00:00,flooding,1,1.14,0.8,0,heavy_rain,2,5,8,True
1286,7.138837,79.863946,2023-01-18 15:00:00,protest,5,2.53,0.83,0,rain,3,2,15,True
1287,6.997294,79.856527,2023-07-10 19:00:00,flooding,3,14.5,4.32,0,storm,10,0,19,True
1288,8.309518,80.167708,2024-09-12 02:00:00,accident,6,3.46,6.0,1,clear,10,3,2,True
1289,8.171666,81.35739,2023-04-09 14:00:00,landslide,8,0.01,2.02,0,rain,9,6,14,False
1290,9.465227,81.177947,2023-09-26 19:00:00,protest,1,0.21,0.15,0,clear,2,1,19,True
1291,6.051135,80.522314,2024-06-26 14:00:00,flooding,8,2.04,8.21,0,storm,9,2,14,True
1292,8.201397,79.584998,2024-06-02 14:00:00,accident,3,0.65,3.43,0,rain,8,6,14,True
1293,6.909387,79.875388,2024-07-31 02:00:00,accident,9,4.02,8.4,1,heavy_rain,10,2,2,True
1294,9.168789,80.561738,2023-01-27 06:00:00,accident,2,0.36,3.41,0,heavy_rain,2,4,6,True
1295,8.350185,79.581351,2024-10-24 12:00:00,flooding,2,3.41,5.84,0,heavy_rain,8,3,12,True
1296,6.892483,79.945887,2024-08-13 23:00:00,traffic_jam,7,2.96,5.46,0,rain,9,1,23,True
1297,6.901306,79.9896,2023-05-14 19:00:00,accident,2,12.82,4.1,0,clear,9,6,19,True
1298,6.875571,79.946868,2023-12-02 12:00:00,accident,1,2.75,0.43,0,clear,10,5,12,True
1299,7.646467,80.148261,2024-08-27 06:00:00,weather,1,3.58,1.2,0,heavy_rain,9,1,6,True
1300,6.979215,79.83907,2024-08-25 10:00:00,accident,1,10.57,2.01,0,clear,7,6,10,True
1301,7.885566,80.6861,2024-07-31 07:00:00,flooding,7,3.15,2.24,0,rain,8,2,7,True
1302,8.624915,80.544622,2023-05-27 05:00:00,weather,10,0.9,10.12,0,heavy_rain,3,5,5,True
1303,6.490481,80.42189,2023-01-17 22:00:00,weather,9,6.72,0.12,0,rain,7,1,22,False
1304,6.437493,81.65554,2023-01-24 12:00:00,accident,2,2.96,6.94,0,clear,6,1,12,True
1305,9.495347,80.604782,2024-04-28 23:00:00,weather,1,1.29,8.65,0,heavy_rain,9,6,23,False
1306,7.074196,80.636586,2023-06-29 19:00:00,weather,4,2.55,8.62,0,heavy_rain,5,3,19,True
1307,6.119979,79.626456,2023-11-16 18:00:00,weather,1,0.35,6.07,0,heavy_rain,6,3,18,True
1308,6.952552,79.893611,2023-01-16 17:00:00,weather,2,4.13,3.55,0,rain,5,0,17,True
1309,6.116295,81.888958,2023-08-11 22:00:00,accident,6,0.27,1.95,4,rain,5,4,22,True
1310,9.091304,81.209468,2023-08-12 08:00:00,protest,1,4.79,0.82,0,rain,7,5,8,True
1311,6.83053,79.839205,2023-04-03 23:00:00,weather,2,0.44,0.85,0,heavy_rain,10,0,23,True
1312,9.792747,81.864284,2023-07-05 23:00:00,accident,1,3.37,1.85,0,clear,3,2,23,True
1313,7.534893,80.587402,2024-01-13 08:00:00,accident,2,0.68,0.47,0,heavy_rain,5,5,8,True
1314,6.874133,79.883299,2023-04-14 07:00:00,protest,2,4.68,4.67,0,heavy_rain,4,4,7,True
1315,6.82871,79.92729,2023-07-07 16:00:00,traffic_jam,3,0.65,8.26,0,heavy_rain,9,4,16,True
1316,6.827034,79.967532,2024-01-19 19:00:00,landslide,6,5.97,1.07,0,clear,5,4,19,True
1317,7.641439,80.10965,2023-09-15 17:00:00,landslide,3,2.35,4.33,0,rain,6,4,17,True
1318,9.296761,80.429371,2023-01-12 07:00:00,accident,1,3.21,0.93,0,rain,7,3,7,True
1319,6.881876,79.910593,2024-03-25 17:00:00,weather,9,1.91,10.1,0,rain,6,0,17,True
1320,9.218543,81.728919,2024-06-19 16:00:00,traffic_jam,10,4.56,0.4,0,rain,7,2,16,True
1321,7.230925,81.424691,2024-04-19 21:00:00,traffic_jam,1,15.97,1.02,0,clear,8,4,21,True
1322,9.559091,81.028344,2024-09-03 12:00:00,accident,1,1.11,0.65,0,clear,8,1,12,True
1323,6.220914,80.161938,2023-03-20 08:00:00,accident,2,3.61,2.69,0,clear,9,0,8,True
1324,9.125387,81.526916,2023-10-17 08:00:00,accident,1,7.38,1.49,0,rain,1,1,8,True
1325,7.999926,79.726085,2023-04-04 20:00:00,weather,1,2.34,4.74,0,heavy_rain,3,1,20,True
1326,6.86763,79.903912,2024-09-19 18:00:00,accident,3,5.37,0.77,0,clear,3,3,18,True
1327,6.18445,81.60764,2023-03-11 18:00:00,weather,3,5.34,1.34,0,storm,5,5,18,True
1328,8.443162,79.922092,2024-11-03 00:00:00,weather,3,1.22,0.24,0,rain,9,6,0,True
1329,9.711406,81.570227,2023-11-15 07:00:00,weather,3,3.34,0.41,0,heavy_rain,8,2,7,True
1330,9.045184,81.813228,2024-06-29 17:00:00,accident,1,0.53,6.91,0,clear,1,5,17,True
1331,6.858704,79.867716,2023-09-10 21:00:00,weather,6,1.9,0.09,0,heavy_rain,1,6,21,False
1332,6.932392,79.911379,2023-04-07 15:00:00,weather,2,4.67,0.1,0,rain,10,4,15,True
1333,6.91988,79.875007,2023-02-03 08:00:00,accident,7,0.6,2.55,4,clear,1,4,8,True
1334,9.19762,80.942658,2023-04-14 09:00:00,weather,1,0.33,6.99,0,heavy_rain,7,4,9,True
1335,7.477889,80.086312,2023-06-10 07:00:00,accident,2,2.17,4.45,0,clear,5,5,7,True
1336,8.671213,80.395749,2023-05-18 04:00:00,traffic_jam,1,2.23,0.41,0,fog,7,3,4,True
1337,6.811191,79.899379,2024-03-05 18:00:00,accident,2,0.55,0.65,0,fog,7,1,18,True
1338,9.529062,80.942872,2024-10-19 06:00:00,accident,3,5.19,3.32,0,clear,8,5,6,False
1339,8.770386,81.342618,2024-07-23 06:00:00,flooding,3,5.88,0.21,0,storm,7,1,6,True
1340,6.829629,79.98378,2023-05-06 18:00:00,weather,2,1.79,1.87,0,heavy_rain,8,5,18,True
1341,6.954886,79.990328,2024-03-08 13:00:00,weather,1,2.34,0.65,0,heavy_rain,2,4,13,True
1342,6.817331,79.843602,2023-04-25 13:00:00,accident,3,3.02,2.18,0,rain,9,1,13,True
1343,6.604291,79.626576,2023-11-14 18:00:00,flooding,1,0.93,2.45,0,storm,7,1,18,True
1344,6.897057,79.805282,2023-09-29 14:00:00,traffic_jam,5,13.57,0.44,0,clear,3,4,14,True
1345,9.316823,81.204903,2023-10-19 18:00:00,landslide,2,1.76,1.2,0,rain,4,3,18,True
1346,6.834008,79.99865,2023-04-04 17:00:00,flooding,5,5.32,6.06,0,heavy_rain,9,1,17,True
1347,6.928744,79.939129,2023-01-24 01:00:00,traffic_jam,1,4.11,6.18,0,clear,3,1,1,True
1348,6.808252,79.988531,2023-11-05 18:00:00,landslide,1,8.59,0.63,0,rain,2,6,18,True
1349,7.733736,79.561605,2023-09-27 22:00:00,accident,7,3.09,4.04,0,rain,6,2,22,True
1350,8.111721,80.968412,2024-09-10 22:00:00,accident,4,2.07,0.16,0,clear,4,1,22,False
1351,6.837881,79.956132,2024-02-05 18:00:00,accident,2,7.45,0.59,0,rain,5,0,18,True
1352,6.805048,79.889668,2023-05-10 07:00:00,accident,6,3.25,4.66,1,clear,6,2,7,True
1353,6.963875,79.831443,2024-02-29 13:00:00,weather,2,0.47,0.36,0,rain,4,3,13,True
1354,8.488171,80.107606,2023-12-17 03:00:00,accident,3,2.43,1.43,0,heavy_rain,8,6,3,True
1355,6.839829,79.903168,2024-10-24 07:00:00,accident,3,17.38,1.35,0,clear,8,3,7,True
1356,6.325244,81.695755,2023-08-08 19:00:00,traffic_jam,4,1.95,0.74,0,clear,7,1,19,True
1357,9.620792,81.611126,2024-05-26 11:00:00,weather,2,0.47,2.59,0,heavy_rain,2,6,11,True
1358,7.289972,81.751633,2023-06-09 10:00:00,flooding,9,8.88,3.23,0,storm,6,4,10,True
1359,9.535383,80.733744,2023-03-10 16:00:00,accident,3,1.73,2.2,0,clear,7,4,16,True
1360,7.417483,81.211359,2023-04-05 01:00:00,traffic_jam,3,2.31,0.69,0,clear,9,2,1,True
1361,6.931152,79.806795,2024-07-11 15:00:00,weather,1,1.96,1.78,0,storm,3,3,15,True
1362,8.130427,81.151757,2023-03-29 10:00:00,accident,1,8.33,2.47,0,heavy_rain,7,2,10,True
1363,6.945221,79.889018,2024-04-04 14:00:00,accident,3,1.85,1.25,0,clear,1,3,14,True
1364,8.194487,80.460518,2023-11-22 11:00:00,accident,2,10.24,0.05,0,rain,10,2,11,False
1365,6.961946,79.956508,2023-09-03 02:00:00,accident,1,0.69,1.57,0,clear,1,6,2,True
1366,7.111517,80.944924,2023-01-19 20:00:00,traffic_jam,7,0.52,1.28,0,clear,6,3,20,True
1367,6.926287,79.978424,2023-04-21 10:00:00,accident,1,0.7,2.83,0,clear,1,4,10,True
1368,6.976185,79.848411,2023-12-21 15:00:00,accident,5,1.6,6.96,0,rain,1,3,15,True
1369,6.866809,79.995216,2023-08-22 22:00:00,flooding,3,0.31,1.94,0,heavy_rain,8,1,22,True
1370,6.896689,79.880699,2023-01-31 16:00:00,accident,9,0.02,2.04,2,rain,8,1,16,True
1371,6.924764,79.994007,2024-05-09 17:00:00,flooding,3,3.18,7.46,0,storm,2,3,17,True
1372,6.952082,79.996555,2023-06-14 18:00:00,accident,3,0.62,3.21,0,rain,7,2,18,True
1373,6.210528,81.49888,2024-11-15 13:00:00,traffic_jam,2,5.09,5.29,0,clear,5,4,13,True
1374,7.411353,81.850264,2024-03-25 18:00:00,weather,3,1.3,0.02,0,heavy_rain,8,0,18,True
1375,6.902004,79.949515,2023-09-22 17:00:00,accident,6,7.05,0.06,2,clear,7,4,17,True
1376,6.896683,79.843342,2024-04-18 15:00:00,accident,3,3.22,18.29,0,rain,1,3,15,True
1377,6.977293,79.957965,2023-09-25 20:00:00,accident,6,5.5,1.61,1,heavy_rain,8,0,20,True
1378,6.130293,81.227371,2024-05-16 04:00:00,landslide,3,1.4,0.58,0,clear,5,3,4,True
1379,6.866715,79.893345,2023-08-23 09:00:00,protest,3,3.29,6.78,0,rain,7,2,9,True
1380,6.818703,79.935579,2023-02-05 18:00:00,weather,3,5.04,2.24,0,rain,10,6,18,True
1381,9.620609,81.895127,2023-11-19 10:00:00,protest,2,1.05,4.86,0,rain,9,6,10,True
1382,6.98582,79.935108,2023-08-19 09:00:00,accident,4,2.36,6.5,0,heavy_rain,1,5,9,False
1383,5.938465,80.260973,2024-08-23 23:00:00,flooding,3,0.35,5.58,0,heavy_rain,10,4,23,True
1384,8.883173,80.134296,2024-03-01 06:00:00,weather,10,3.07,2.08,0,heavy_rain,5,4,6,True
1385,6.306225,80.885004,2023-06-14 06:00:00,accident,7,2.8,0.59,1,rain,10,2,6,True
1386,9.204643,79.824352,2023-04-10 13:00:00,accident,2,2.51,2.32,0,clear,8,0,13,True
1387,9.40894,81.721196,2024-09-27 17:00:00,traffic_jam,3,12.13,1.47,0,rain,2,4,17,True
1388,9.486739,81.780812,2024-04-12 14:00:00,accident,10,0.19,2.99,7,rain,4,4,14,True
1389,6.846454,79.801077,2023-02-22 12:00:00,protest,2,1.73,9.61,0,clear,4,2,12,True
1390,6.990343,79.998387,2024-09-23 18:00:00,traffic_jam,3,6.94,4.99,0,heavy_rain,2,0,18,False
1391,6.890201,79.968877,2023-05-15 08:00:00,flooding,3,11.1,12.38,0,storm,8,0,8,True
1392,6.995652,79.894198,2023-06-01 20:00:00,weather,7,1.0,0.67,0,rain,7,3,20,True
1393,6.868952,79.929839,2023-07-14 14:00:00,accident,2,6.82,4.76,0,clear,7,4,14,True
1394,8.735382,79.915667,2023-02-13 03:00:00,traffic_jam,9,0.49,2.2,0,heavy_rain,7,0,3,True
1395,6.922401,79.920732,2023-12-07 14:00:00,weather,4,8.19,9.77,0,heavy_rain,7,3,14,True
1396,6.23173,79.556254,2023-02-13 13:00:00,traffic_jam,4,6.45,3.48,0,clear,7,0,13,True
1397,7.647944,81.533495,2024-04-04 19:00:00,accident,2,5.98,3.46,0,heavy_rain,4,3,19,True
1398,6.905335,79.818078,2023-06-22 19:00:00,accident,1,3.0,0.16,0,storm,1,3,19,True
1399,6.828216,79.900425,2024-04-01 19:00:00,flooding,8,3.24,0.38,0,heavy_rain,10,0,19,True
1400,5.914927,80.747789,2023-03-08 00:00:00,weather,7,12.93,0.6,0,heavy_rain,3,2,0,False
1401,9.660472,80.82646,2023-08-18 17:00:00,landslide,1,6.07,1.42,0,rain,2,4,17,True
1402,6.996626,79.960977,2024-03-05 14:00:00,accident,2,0.65,0.02,0,rain,3,1,14,True
1403,6.994241,79.84871,2024-11-12 19:00:00,flooding,1,5.58,0.41,0,rain,2,1,19,True
1404,8.570226,81.79617,2023-03-19 12:00:00,accident,7,6.06,0.91,4,clear,3,6,12,False
1405,6.813733,79.843905,2023-06-09 20:00:00,weather,3,0.96,0.47,0,heavy_rain,4,4,20,True
1406,9.522136,80.761198,2024-09-19 18:00:00,accident,1,0.15,0.36,0,rain,8,3,18,True
1407,8.379796,80.249859,2024-03-01 17:00:00,accident,1,0.67,6.0,0,clear,9,4,17,False
1408,6.923973,79.818304,2024-05-21 07:00:00,accident,2,1.13,0.78,0,clear,4,1,7,False
1409,6.978123,79.836018,2024-10-22 10:00:00,weather,1,16.14,0.59,0,heavy_rain,4,1,10,True
1410,6.824101,79.994095,2023-11-30 12:00:00,weather,2,0.86,2.2,0,rain,1,3,12,True
1411,6.971868,79.860403,2023-03-25 09:00:00,traffic_jam,2,4.01,4.65,0,heavy_rain,9,5,9,True
1412,6.977881,79.903983,2024-10-05 10:00:00,accident,6,0.14,1.66,4,storm,9,5,10,True
1413,7.857234,80.286816,2023-06-26 15:00:00,weather,2,7.51,7.34,0,rain,9,0,15,True
1414,8.744489,80.804173,2023-06-23 17:00:00,weather,5,8.61,2.42,0,heavy_rain,3,4,17,True
1415,6.618691,80.337492,2024-01-03 15:00:00,accident,3,5.4,1.27,0,rain,8,2,15,True
1416,6.999923,79.954728,2024-04-23 22:00:00,weather,4,1.44,0.67,0,heavy_rain,10,1,22,True
1417,6.095677,79.630178,2024-10-12 20:00:00,accident,3,10.11,0.84,0,clear,2,5,20,False
1418,6.379145,79.760052,2023-09-11 08:00:00,flooding,3,3.19,0.42,0,heavy_rain,5,0,8,True
1419,6.870144,79.864599,2024-08-23 13:00:00,weather,2,2.59,3.91,0,rain,1,4,13,True
1420,7.863114,80.373123,2023-10-22 18:00:00,weather,9,4.73,4.7,0,rain,2,6,18,True
1421,6.848692,79.832685,2024-05-28 08:00:00,traffic_jam,1,2.54,1.3,0,clear,3,1,8,True
1422,6.936732,79.823432,2023-04-03 13:00:00,weather,3,1.94,2.69,0,heavy_rain,3,0,13,True
1423,6.976632,79.848503,2023-03-18 13:00:00,accident,1,0.32,11.39,0,rain,3,5,13,True
1424,6.895427,79.884167,2023-07-08 17:00:00,road_closure,1,3.0,0.39,0,clear,6,5,17,True
1425,6.853195,79.854858,2024-08-03 08:00:00,accident,6,5.34,0.63,1,clear,8,5,8,True
1426,6.96337,80.585425,2024-01-22 07:00:00,accident,3,7.85,0.42,0,clear,3,0,7,True
1427,6.990722,79.948261,2024-04-01 07:00:00,accident,3,10.45,5.91,0,clear,3,0,7,True
1428,6.820019,79.899502,2023-03-13 09:00:00,accident,2,2.97,0.38,0,clear,10,0,9,True
1429,6.933252,79.846274,2023-10-09 17:00:00,weather,3,1.86,0.79,0,heavy_rain,2,0,17,True
1430,7.723383,81.185374,2024-02-29 17:00:00,accident,9,11.46,7.48,5,clear,9,3,17,True
1431,9.277746,79.946943,2023-10-03 08:00:00,weather,6,16.13,1.75,0,heavy_rain,1,1,8,True
1432,7.32717,80.076529,2023-06-09 20:00:00,weather,2,8.19,2.47,0,rain,10,4,20,True
1433,7.611783,80.898938,2024-09-15 18:00:00,weather,2,3.7,3.12,0,rain,3,6,18,True
1434,8.865843,79.943,2024-09-03 13:00:00,accident,1,3.79,1.06,0,heavy_rain,7,1,13,True
1435,6.817318,79.818946,2023-11-23 15:00:00,accident,4,1.32,1.48,0,clear,1,3,15,True
1436,6.422733,80.765958,2024-10-06 12:00:00,protest,4,3.29,0.1,0,storm,7,6,12,True
1437,6.809499,79.933061,2023-04-04 18:00:00,accident,3,0.09,7.08,0,clear,9,1,18,True
1438,9.238071,81.728173,2024-08-01 15:00:00,accident,1,0.99,2.29,0,clear,9,3,15,False
1439,6.946588,79.918205,2023-09-28 08:00:00,accident,2,5.88,0.25,0,rain,7,3,8,True
1440,7.224233,79.772213,2024-09-13 16:00:00,accident,5,0.95,4.13,0,rain,2,4,16,True
1441,8.032486,80.526431,2024-10-31 01:00:00,weather,2,0.31,2.5,0,heavy_rain,5,3,1,True
1442,6.941078,79.938425,2024-11-03 19:00:00,accident,4,11.77,3.19,0,rain,1,6,19,False
1443,7.00573,79.593294,2023-04-23 16:00:00,accident,2,0.37,2.67,0,clear,3,6,16,True
1444,6.978951,79.948858,2024-10-09 19:00:00,flooding,4,6.64,1.23,0,storm,8,2,19,True
1445,6.793036,80.493779,2023-06-05 17:00:00,weather,2,3.08,7.13,0,storm,7,0,17,True
1446,8.64185,81.678455,2023-03-16 08:00:00,flooding,8,0.6,6.83,0,rain,6,3,8,True
1447,6.884331,79.817672,2024-03-09 20:00:00,flooding,3,0.7,2.56,0,storm,4,5,20,True
1448,6.208382,80.451218,2023-11-03 19:00:00,accident,3,7.1,0.17,0,clear,8,4,19,True
1449,8.359052,80.511011,2023-03-01 15:00:00,accident,7,6.41,5.2,9,clear,6,2,15,False
1450,8.473446,81.700074,2023-10-15 06:00:00,accident,2,2.28,8.7,0,clear,4,6,6,False
1451,6.802393,79.854085,2024-10-10 18:00:00,traffic_jam,8,6.26,0.57,0,clear,9,3,18,True
1452,6.501429,81.737962,2023-12-06 17:00:00,weather,7,11.32,2.21,0,heavy_rain,6,2,17,True
1453,6.819205,79.974133,2024-02-24 17:00:00,accident,6,7.93,3.3,3,fog,7,5,17,True
1454,6.335892,80.938153,2024-08-16 08:00:00,weather,3,0.41,1.58,0,storm,6,4,8,True
1455,6.804996,79.819282,2024-04-03 11:00:00,accident,2,2.66,0.75,0,rain,6,2,11,True
1456,6.930536,79.89676,2023-01-14 19:00:00,traffic_jam,2,10.64,0.26,0,heavy_rain,7,5,19,True
1457,7.16241,80.87668,2024-10-22 09:00:00,flooding,2,0.8,8.91,0,storm,5,1,9,False
1458,7.145514,80.170668,2023-01-19 20:00:00,accident,1,0.11,1.22,0,rain,1,3,20,True
1459,6.870484,79.814468,2024-02-05 17:00:00,accident,1,5.2,0.91,0,heavy_rain,3,0,17,True
1460,9.557552,80.753244,2023-06-21 16:00:00,weather,6,0.72,1.67,0,heavy_rain,2,2,16,True
1461,7.680361,81.721192,2024-01-19 12:00:00,flooding,5,16.44,7.28,0,heavy_rain,1,4,12,True
1462,7.243513,81.463469,2024-08-17 19:00:00,weather,8,0.2,9.89,0,heavy_rain,4,5,19,True
1463,6.851136,79.857738,2023-12-21 17:00:00,flooding,3,3.2,5.92,0,heavy_rain,3,3,17,True
1464,6.880946,79.978809,2023-12-19 00:00:00,weather,7,1.32,2.84,0,heavy_rain,4,1,0,True
1465,7.397125,80.798712,2024-10-09 10:00:00,traffic_jam,1,7.92,3.6,0,clear,3,2,10,True
1466,7.336667,80.555326,2023-07-10 13:00:00,accident,2,2.6,2.53,0,clear,9,0,13,True
1467,6.97697,79.943349,2023-07-18 18:00:00,accident,3,4.78,17.25,0,heavy_rain,10,1,18,True
1468,7.62033,81.026626,2023-03-28 16:00:00,traffic_jam,3,5.26,1.49,0,storm,5,1,16,True
1469,6.902256,79.889117,2023-01-21 16:00:00,weather,6,5.6,0.64,0,rain,3,5,16,True
1470,8.37866,79.970441,2023-01-29 06:00:00,weather,1,4.85,1.46,0,heavy_rain,10,6,6,True
1471,6.749533,79.91723,2024-02-22 10:00:00,accident,9,15.42,0.61,1,heavy_rain,5,3,10,True
1472,6.976549,79.851827,2023-11-05 20:00:00,flooding,2,2.3,4.54,0,heavy_rain,1,6,20,True
1473,9.433951,81.67349,2023-11-16 08:00:00,weather,2,0.21,1.08,0,rain,9,3,8,True
1474,7.949936,80.262929,2024-07-14 16:00:00,traffic_jam,3,1.4,1.58,0,heavy_rain,8,6,16,True
1475,6.875355,79.974296,2023-10-03 07:00:00,road_closure,9,1.43,2.31,0,clear,10,1,7,True
1476,7.378533,81.427989,2023-10-02 08:00:00,weather,3,3.25,1.78,0,rain,10,0,8,True
1477,6.864145,79.81871,2023-04-27 19:00:00,weather,1,8.74,5.0,0,heavy_rain,8,3,19,True
1478,6.84667,79.968777,2024-08-13 16:00:00,accident,1,2.23,0.62,0,rain,10,1,16,True
1479,7.464265,81.070997,2024-06-15 19:00:00,road_closure,1,0.13,3.34,0,clear,5,5,19,True
1480,8.304901,80.352057,2023-12-22 15:00:00,accident,2,4.9,1.63,0,clear,7,4,15,True
1481,6.899977,79.939763,2023-11-04 18:00:00,flooding,1,1.52,2.37,0,storm,7,5,18,True
1482,6.959075,79.827499,2023-03-12 10:00:00,flooding,3,2.54,2.44,0,storm,2,6,10,False
1483,6.973468,79.915266,2023-03-30 11:00:00,traffic_jam,1,6.27,7.93,0,clear,1,3,11,True
1484,6.873788,79.813134,2024-02-04 07:00:00,traffic_jam,2,0.09,1.06,0,rain,10,6,7,False
1485,6.861952,79.872099,2023-08-18 06:00:00,accident,5,6.26,2.21,0,clear,3,4,6,True
1486,6.912033,79.896245,2023-05-01 21:00:00,traffic_jam,1,0.2,2.2,0,storm,3,0,21,True
1487,9.520897,81.779195,2023-07-19 17:00:00,accident,3,3.96,0.24,0,clear,5,2,17,True
1488,6.830436,79.964793,2023-11-17 21:00:00,road_closure,5,10.98,0.42,0,rain,2,4,21,True
1489,6.900715,79.65141,2023-10-23 14:00:00,accident,4,14.54,8.18,0,clear,1,0,14,True
1490,6.96107,79.986854,2023-12-21 17:00:00,traffic_jam,3,0.12,4.5,0,clear,2,3,17,True
1491,6.907582,79.963397,2023-07-19 15:00:00,traffic_jam,5,7.62,2.12,0,clear,7,2,15,True
1492,6.945852,79.83028,2024-10-04 00:00:00,accident,10,4.63,0.85,2,rain,1,4,0,True
1493,9.151161,80.523845,2024-11-06 06:00:00,weather,4,3.09,2.85,0,storm,1,2,6,False
1494,7.686062,81.739011,2024-11-03 06:00:00,accident,1,2.6,1.08,0,clear,3,6,6,False
1495,6.824592,79.873041,2023-01-31 20:00:00,weather,1,0.8,1.34,0,heavy_rain,6,1,20,True
1496,9.317461,80.126895,2023-11-24 06:00:00,flooding,1,2.87,2.35,0,rain,3,4,6,True
1497,8.75416,80.379747,2024-04-27 12:00:00,accident,2,1.4,0.95,0,heavy_rain,5,5,12,True
1498,6.019702,80.453416,2023-02-05 07:00:00,accident,1,3.46,3.47,0,rain,7,6,7,True
1499,6.891101,79.829743,2024-08-12 19:00:00,accident,3,2.66,0.2,0,clear,10,0,19,False
1500,6.865092,79.926646,2024-05-30 15:00:00,accident,7,3.41,3.59,1,clear,4,3,15,False
1501,6.929631,79.948345,2024-01-16 17:00:00,landslide,6,3.35,1.19,0,rain,2,1,17,True
1502,5.91037,80.636285,2024-05-06 08:00:00,accident,3,2.02,1.86,0,rain,5,0,8,True
1503,6.807482,79.84007,2024-09-30 19:00:00,flooding,1,0.62,0.41,0,storm,7,0,19,True
1504,6.841973,79.867882,2023-10-10 11:00:00,accident,3,4.36,0.66,0,clear,10,1,11,True
1505,7.345714,81.836607,2024-04-29 14:00:00,accident,3,0.19,5.67,0,rain,10,0,14,True
1506,6.885732,79.839699,2023-11-22 19:00:00,accident,3,1.16,1.95,0,heavy_rain,3,2,19,True
1507,9.502462,79.586482,2023-11-06 20:00:00,weather,10,9.29,0.45,0,heavy_rain,10,0,20,True
1508,8.117167,80.290946,2023-11-18 17:00:00,traffic_jam,2,0.38,2.15,0,rain,2,5,17,False
1509,6.833356,79.825459,2023-02-28 00:00:00,accident,9,4.53,3.11,4,clear,4,1,0,True
1510,7.679163,80.339865,2023-06-27 01:00:00,traffic_jam,2,1.52,0.4,0,rain,9,1,1,True
1511,6.875106,79.979409,2024-01-17 12:00:00,accident,2,0.13,2.76,0,fog,1,2,12,True
1512,6.240523,80.278425,2024-03-01 19:00:00,flooding,3,7.59,3.04,0,rain,10,4,19,True
1513,6.935584,79.838558,2024-10-29 12:00:00,flooding,2,5.33,2.66,0,heavy_rain,4,1,12,True
1514,6.943594,79.834013,2024-01-11 10:00:00,accident,4,5.77,0.94,0,clear,8,3,10,True
1515,6.997781,79.810556,2023-11-11 13:00:00,traffic_jam,2,4.76,3.81,0,heavy_rain,9,5,13,True
1516,6.830381,79.853895,2024-08-29 08:00:00,accident,6,6.47,5.94,7,clear,6,3,8,True
1517,9.252475,79.799725,2023-06-04 14:00:00,traffic_jam,1,6.39,0.28,0,clear,3,6,14,True
1518,8.035901,81.08271,2023-08-06 12:00:00,weather,2,1.12,0.71,0,heavy_rain,9,6,12,False
1519,6.787337,80.201996,2023-06-15 17:00:00,landslide,2,2.57,1.62,0,clear,9,3,17,True
1520,8.609646,81.10983,2023-06-11 09:00:00,accident,10,3.3,1.56,0,clear,1,6,9,True
1521,6.951986,79.920108,2023-08-27 03:00:00,traffic_jam,7,1.87,0.06,0,clear,3,6,3,True
1522,6.825742,79.891671,2023-12-26 14:00:00,weather,6,3.4,1.28,0,heavy_rain,5,1,14,True
1523,6.839326,79.887318,2023-07-07 22:00:00,flooding,8,6.44,3.2,0,storm,8,4,22,True
1524,8.631231,80.726509,2024-06-20 23:00:00,accident,6,3.65,3.63,7,clear,8,3,23,False
1525,8.277327,79.660699,2023-07-07 08:00:00,accident,4,0.56,0.01,0,clear,5,4,8,True
1526,8.728493,81.788853,2023-09-25 23:00:00,traffic_jam,3,3.46,7.07,0,clear,5,0,23,False
1527,6.580649,81.058141,2023-08-21 04:00:00,accident,1,2.95,0.1,0,clear,10,0,4,True
1528,9.798116,80.533183,2023-08-19 19:00:00,accident,2,4.93,1.54,0,clear,1,5,19,True
1529,9.294755,81.497146,2024-08-28 23:00:00,accident,1,0.98,1.44,0,clear,8,2,23,True
1530,6.939409,79.990084,2024-08-17 03:00:00,traffic_jam,10,3.72,1.88,0,clear,9,5,3,True
1531,8.875619,81.052555,2024-04-28 12:00:00,accident,10,0.29,7.14,0,storm,4,6,12,False
1532,6.809315,79.96503,2024-09-10 17:00:00,accident,5,0.4,0.39,0,rain,8,1,17,False
1533,6.941094,79.986782,2023-02-28 17:00:00,accident,1,14.55,0.68,0,heavy_rain,9,1,17,True
1534,6.780567,80.95604,2023-08-01 10:00:00,flooding,3,1.35,2.89,0,heavy_rain,8,1,10,False
1535,9.126359,81.833556,2023-01-30 14:00:00,traffic_jam,1,0.52,1.07,0,fog,8,0,14,True
1536,7.380438,80.38962,2023-10-11 12:00:00,accident,1,5.39,3.24,0,storm,4,2,12,True
1537,6.627482,81.078616,2023-12-20 09:00:00,accident,3,0.83,0.36,0,clear,3,2,9,True
1538,6.800689,79.979502,2024-06-18 03:00:00,accident,2,1.59,0.69,0,clear,9,1,3,False
